TimeStamp;Email;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button;
2021-10-15 10:43:47.0603;a@a.A;NULL;NULL;58454;42;0;529;0;0;
2021-10-15 10:43:47.0763;a@a.A;NULL;NULL;58464;7;0;529;0;0;
2021-10-15 10:43:47.0922;a@a.A;NULL;NULL;58474;33;0;529;0;0;
2021-10-15 10:43:47.0922;a@a.A;NULL;NULL;58484;2;0;529;0;0;
2021-10-15 10:43:47.1092;a@a.A;NULL;NULL;58494;34;0;529;0;0;
2021-10-15 10:43:47.1092;a@a.A;NULL;NULL;58504;6;0;529;0;0;
2021-10-15 10:43:47.1251;a@a.A;NULL;NULL;58514;38;0;529;0;0;
2021-10-15 10:43:47.1417;a@a.A;NULL;NULL;58524;6;0;529;0;0;
2021-10-15 10:43:47.1417;a@a.A;NULL;NULL;58534;32;0;529;0;0;
2021-10-15 10:43:47.1596;a@a.A;NULL;NULL;58544;10;0;529;0;0;
2021-10-15 10:43:47.1756;a@a.A;NULL;NULL;58554;29;0;529;0;0;
2021-10-15 10:43:47.1756;a@a.A;NULL;NULL;58564;2;0;529;0;0;
2021-10-15 10:43:47.1925;a@a.A;NULL;NULL;58574;33;0;529;0;0;
2021-10-15 10:43:47.1925;a@a.A;NULL;NULL;58584;0;0;529;0;0;
2021-10-15 10:43:47.2085;a@a.A;NULL;NULL;58594;48;0;529;0;0;
2021-10-15 10:43:47.2254;a@a.A;NULL;NULL;58604;0;0;529;0;0;
2021-10-15 10:43:47.2254;a@a.A;NULL;NULL;58614;40;0;529;0;0;
2021-10-15 10:43:47.2424;a@a.A;NULL;NULL;58624;2;0;529;0;0;
2021-10-15 10:43:47.2424;a@a.A;NULL;NULL;58634;34;0;529;0;0;
2021-10-15 10:43:47.2584;a@a.A;NULL;NULL;58644;11;0;529;0;0;
2021-10-15 10:43:47.2763;a@a.A;NULL;NULL;58654;47;0;529;0;0;
2021-10-15 10:43:47.2763;a@a.A;NULL;NULL;58664;5;0;529;0;0;
2021-10-15 10:43:47.2923;a@a.A;NULL;NULL;58674;49;0;529;0;0;
2021-10-15 10:43:47.2923;a@a.A;NULL;NULL;58684;10;0;529;0;0;
2021-10-15 10:43:47.3092;a@a.A;NULL;NULL;58694;34;0;529;0;0;
2021-10-15 10:43:47.3252;a@a.A;NULL;NULL;58704;6;0;529;0;0;
2021-10-15 10:43:47.3252;a@a.A;NULL;NULL;58714;21;0;529;0;0;
2021-10-15 10:43:47.3412;a@a.A;NULL;NULL;58724;2;0;529;0;0;
2021-10-15 10:43:47.3591;a@a.A;NULL;NULL;58734;25;0;529;0;0;
2021-10-15 10:43:47.3591;a@a.A;NULL;NULL;58744;0;0;529;0;0;
2021-10-15 10:43:47.3591;a@a.A;NULL;NULL;58754;36;0;529;0;0;
2021-10-15 10:43:47.3760;a@a.A;NULL;NULL;58764;3;0;529;0;0;
2021-10-15 10:43:47.3920;a@a.A;NULL;NULL;58774;39;0;529;0;0;
2021-10-15 10:43:47.3920;a@a.A;NULL;NULL;58784;23;0;529;0;0;
2021-10-15 10:43:47.4089;a@a.A;NULL;NULL;58795;33;0;529;0;0;
2021-10-15 10:43:47.4249;a@a.A;NULL;NULL;58805;14;0;529;0;0;
2021-10-15 10:43:47.4249;a@a.A;NULL;NULL;58815;29;0;529;0;0;
2021-10-15 10:43:47.4419;a@a.A;NULL;NULL;58825;20;0;529;0;0;
2021-10-15 10:43:47.4419;a@a.A;NULL;NULL;58835;41;0;529;0;0;
2021-10-15 10:43:47.4578;a@a.A;NULL;NULL;58845;21;0;529;0;0;
2021-10-15 10:43:47.4748;a@a.A;NULL;NULL;58855;35;0;529;0;0;
2021-10-15 10:43:47.4758;a@a.A;NULL;NULL;58865;7;0;529;0;0;
2021-10-15 10:43:47.4917;a@a.A;NULL;NULL;58875;37;0;529;0;0;
2021-10-15 10:43:47.4917;a@a.A;NULL;NULL;58885;9;0;529;0;0;
2021-10-15 10:43:47.5087;a@a.A;NULL;NULL;58895;51;0;529;0;0;
2021-10-15 10:43:47.5256;a@a.A;NULL;NULL;58905;3;0;529;0;0;
2021-10-15 10:43:47.5256;a@a.A;NULL;NULL;58915;45;0;529;0;0;
2021-10-15 10:43:47.5416;a@a.A;NULL;NULL;58925;11;0;529;0;0;
2021-10-15 10:43:47.5586;a@a.A;NULL;NULL;58935;40;0;529;0;0;
2021-10-15 10:43:47.5586;a@a.A;NULL;NULL;58945;10;0;529;0;0;
2021-10-15 10:43:47.5755;a@a.A;NULL;NULL;58955;32;0;529;0;0;
2021-10-15 10:43:47.5755;a@a.A;NULL;NULL;58966;10;0;529;0;0;
2021-10-15 10:43:47.5915;a@a.A;NULL;NULL;58976;54;0;529;0;0;
2021-10-15 10:43:47.5915;a@a.A;NULL;NULL;58986;18;0;529;0;0;
2021-10-15 10:43:47.6084;a@a.A;NULL;NULL;58996;34;0;529;0;0;
2021-10-15 10:43:47.6254;a@a.A;NULL;NULL;59006;3;0;529;0;0;
2021-10-15 10:43:47.6254;a@a.A;NULL;NULL;59016;50;0;529;0;0;
2021-10-15 10:43:47.6419;a@a.A;NULL;NULL;59026;6;0;529;0;0;
2021-10-15 10:43:47.6419;a@a.A;NULL;NULL;59036;43;0;529;0;0;
2021-10-15 10:43:47.6589;a@a.A;NULL;NULL;59046;0;0;529;0;0;
2021-10-15 10:43:47.6758;a@a.A;NULL;NULL;59056;46;0;529;0;0;
2021-10-15 10:43:47.6758;a@a.A;NULL;NULL;59066;18;0;529;0;0;
2021-10-15 10:43:47.6928;a@a.A;NULL;NULL;59076;45;0;529;0;0;
2021-10-15 10:43:47.7088;a@a.A;NULL;NULL;59086;10;0;529;0;0;
2021-10-15 10:43:47.7088;a@a.A;NULL;NULL;59096;45;0;529;0;0;
2021-10-15 10:43:47.7257;a@a.A;NULL;NULL;59106;8;0;529;0;0;
2021-10-15 10:43:47.7257;a@a.A;NULL;NULL;59116;31;0;529;0;0;
2021-10-15 10:43:47.7422;a@a.A;NULL;NULL;59126;0;0;529;0;0;
2021-10-15 10:43:47.7582;a@a.A;NULL;NULL;59136;51;0;529;0;0;
2021-10-15 10:43:47.7582;a@a.A;NULL;NULL;59146;20;0;529;0;0;
2021-10-15 10:43:47.7751;a@a.A;NULL;NULL;59156;42;0;529;0;0;
2021-10-15 10:43:47.7751;a@a.A;NULL;NULL;59166;5;0;529;0;0;
